developer,total_games,avg_price_usd,avg_positive_review_percentage,total_reviews
Reborn Entertainment,5,3.96,84.71,4123
Graphite Lab,5,5.04,84.6,581
Oneiric Worlds,5,2.49,84.57,47
Cosmo Machia,5,14.05,84.54,235
MPS Labs,5,3.2,84.53,301
Mifux Studio,5,2.19,84.45,31
Oddscure,5,1.2,84.39,368
Old Skull Games,5,11.09,84.36,546
Derrick Davison,5,3.56,84.28,17
MELOVITY,5,3.1,84.26,361
Ninetail,5,30.79,84.07,1298
Big Loop Studios,5,3.94,84.05,5702
Ethan Robichaux,5,0.0,83.93,201
张亮002,5,2.19,83.91,152
Silver Lemur Games,5,9.49,83.88,792
Noham Games,5,3.71,83.84,850
Nerd Monkeys,5,2.09,83.79,630
Pixel Drip Games,5,3.36,83.78,159
游戏养家工作室,5,4.19,83.69,5025
Reiza Studios,5,9.39,83.65,17043
Nostalgames,5,3.43,83.62,3279
DON'T NOD,5,14.29,83.49,16423
quicktequila,5,3.27,83.42,3075
Corvaena Games LLC,5,1.19,83.34,12
WSS playground,5,7.87,83.18,53505
NetherRealm Studios,5,5.39,83.14,241240
Enter the Game Studios,5,1.21,83.13,84
Krillbite Studio,5,5.04,83.09,32333
Quantic Dream,5,2.09,83.02,224454
Red Axe Games,5,4.17,82.99,20847
ShaneGame,5,3.19,82.98,201
Robot Entertainment,5,6.34,82.95,51018
The Only Way Out,5,2.65,82.95,82
Conradical Games,5,4.54,82.91,339
Jonathan Moye,5,1.24,82.82,34
Soulwarmers Games,5,1.29,82.8,243
Brace Yourself Games,5,9.19,82.75,32974
Static City Games,5,1.64,82.75,85
Reflect Studios,5,3.79,82.72,7921
DarkStone Digital,5,4.99,82.7,7696
Wolfire Games,5,3.79,82.69,15975
Strategy First,5,1.2,82.64,3334
Derik D.F,5,0.67,82.62,34
Brainwash Gang,5,2.71,82.57,19202
Puppygames,5,5.2,82.55,3649
Trese Brothers,5,6.75,82.54,6027
ShiroKuroSoft,5,6.72,82.5,210
Vlambeer,5,1.74,82.5,30399
Stress Level Zero,5,15.99,82.48,55294
Independent Arts Software GmbH,5,8.39,82.46,90
Transhuman Design,5,1.57,82.35,8984
Different Tales,5,3.38,82.32,1300
Oddworld Inhabitants,5,3.1,82.25,9205
Simon Says: Play!,5,2.16,82.11,144
Daniel Ritchie - PDHowler.com,5,19.39,82.08,69
Game Dynasty,5,2.53,82.08,851
SmallBigSquare,5,2.87,82.07,63
Witz Games,5,3.09,82.02,100
Anate Studio,5,5.99,82.01,1345
法螺会,5,0.42,82.0,150
COLOPL,5,12.79,81.94,349
Graviteam,5,10.64,81.89,2422
AlexHoratio,5,0.46,81.84,40
Gemdrops,5,14.79,81.75,689
七転び八転がり,5,18.59,81.75,29
Hexage,5,5.99,81.67,1460
Eduard Kozadaev,5,8.41,81.62,7477
Stand Off Software,5,3.99,81.53,57
IzanagiGames,5,9.16,81.46,1300
Unexpected,5,2.59,81.36,2903
Dancing Dragon Games,5,9.39,81.34,15026
VRKiwi,5,7.77,81.29,566
Triangle Studios,5,5.28,81.21,2779
Grimlore Games,5,9.59,81.2,12820
Glitch Games,5,6.99,80.92,153
Campfire Studio,5,3.87,80.89,5222
Facepunch Studios,5,6.49,80.82,2389781
vikingfabian,5,2.56,80.72,796
Vladislav Castillo Gonzalez,5,1.18,80.7,1021
The Strategy Game Studio,5,8.99,80.68,162
Big Fat Simulations Inc.,5,9.23,80.6,1245
Alchemist Interactive,5,1.58,80.51,1247
Keyreal,5,2.99,80.44,85
NEBULA NOVA GAMES,5,4.42,80.43,133
BulatHard,5,0.59,80.41,412
Bold Statement Games,5,1.2,80.37,149
Samer Khatib (Snowconesolid Productions),5,4.91,80.24,1077
Looksten Inc.,5,3.89,80.22,36
Leikir Studio,5,11.39,80.21,3506
Longbow Games,5,16.39,80.1,1703
Nightshade,5,1.85,80.1,241
weltenbauer. Software Entwicklung GmbH,5,9.99,80.01,18533
Cyberworks,5,2.8,80.0,35
DreamForge Intertainment,5,2.77,80.0,116
GLHF_Studio,5,54.99,80.0,85
RedBrickStone Games,5,54.99,80.0,7
Bloom Digital Media,5,7.64,79.95,232
Firebug Games,5,4.39,79.95,271
Strongshell Software,5,1.4,79.95,61
hOSHI,5,2.79,79.76,350
Gamedust,5,3.66,79.64,343
iNFINITE Production,5,1.8,79.64,152
Noble Muffins,5,1.39,79.62,38950
Sobaka Studio,5,7.83,79.6,4841
TOMATOVR,5,9.79,79.47,67
Unusualsoft,5,0.49,79.37,11431
Behold Studios,5,2.94,79.32,10903
Ktulhu Solutions,5,5.1,79.28,473
Five BN,5,2.27,79.27,605
BBQ大好き,5,9.05,79.2,692
Shellpeach,5,0.99,79.17,22
Forceight,5,4.79,79.14,3869
QCF Design,5,3.74,79.14,2972
KellenKyo,5,1.32,79.13,30
Carrot Studios,5,0.59,79.1,318
NiVision,5,8.19,79.09,230
Curse Box Studios,5,2.19,79.05,430
VRX,5,2.0,79.04,133
MercurySteam,5,7.24,79.01,20876
Technomancy Studios,5,0.89,79.0,1982
KHB-Soft,5,2.99,78.87,6001
Passtech Games,5,3.95,78.8,28190
Fatih Mert,5,0.24,78.79,57
Rebound CG,5,13.99,78.78,699
Flight School Studio,5,10.71,78.71,751
Kurenaibook,5,1.63,78.71,454
Fasold Games,5,0.75,78.68,45
Gray Mantis,5,9.59,78.57,26
Ume Softworks,5,3.82,78.53,29
ilyumi,5,0.99,78.5,21
BKOM Studios,5,3.17,78.47,1389
Aligned Games,5,1.05,78.44,156
JJGames,5,3.79,78.33,44
Amaranth Games,5,2.19,78.32,536
iFAction Studio,5,13.35,78.29,1438
ben lunato,5,0.59,78.24,278
Screaming Villains,5,14.99,77.88,289
Fair Weather Studios,5,4.03,77.8,319
W-I-W,5,3.82,77.78,9
TEAM Black Hat Robot,5,1.83,77.73,228
Atelier 801,5,0.0,77.71,32800
Hörberg Productions,5,4.75,77.7,1078
Chaosmonger Studio,5,1.74,77.63,795
Gunfire Games,5,8.39,77.52,147314
Alley Catz Games,5,1.79,77.5,28
Image Works,5,3.09,77.5,33
TOKYO COOL JAPAN,5,0.0,77.5,9
Blindflug Studios AG,5,5.79,77.49,2159
Lua Ludica,5,2.11,77.45,35
OneCoin,5,3.95,77.42,63
Megame LLC,5,4.79,77.34,1647
Lance Games,5,3.83,77.31,2020
The Zoo,5,4.59,77.25,30
Paphnutius,5,0.9,77.22,87
Aleksandr Golovkin,5,2.65,77.18,4507
Grimorio of Games,5,10.19,77.14,753
Agafonoff,5,0.65,77.11,22464
Frima Studio,5,8.69,77.09,4561
Wave Light Games Inc.,5,12.19,77.09,514
Rainy Night Creations,5,5.51,77.06,113
Polymorphic Games,5,0.0,77.05,80
LunaBeat,5,4.07,77.01,187
Rideon,5,11.15,76.99,306
Tilted Mill Entertainment,5,2.79,76.76,1668
Alder Games,5,3.3,76.71,252
Chicken Launcher,5,2.26,76.7,6977
Pinblend Studios,5,5.19,76.7,112
Giorgi Abelashvili,5,1.79,76.66,943
Mighty Rabbit Studios,5,4.04,76.58,3901
Leadwerks Software,5,4.0,76.56,496
Space Fractal,5,0.0,76.54,217
TensionSplice,5,5.59,76.46,68
Games by Stitch,5,12.39,76.44,104
99 Grados Games,5,3.23,76.39,341
Access Software,5,1.25,76.34,434
ILLUSION,5,49.99,76.14,4422
ITC Studio,5,6.59,76.13,87
Cortopia Studios,5,8.99,76.1,533
Burut CT,5,2.46,75.97,1056
Arbatskii Anatolii,5,4.8,75.95,84
Yustas Game Studio,5,1.44,75.91,85
Atomic Games,5,3.59,75.83,99
REMIMORY,5,1.41,75.76,1534
Salt & Pixel LLC,5,4.19,75.69,87
Moolion,5,0.0,75.64,993
Aged Immortals,5,0.76,75.42,179
Playito.com,5,3.89,75.37,207
nekogameteacher,5,2.8,75.33,391
Vorh Games,5,1.25,75.23,1149
City Interactive,5,0.95,75.06,28070
Headway Games,5,1.89,75.03,55
Critoniuum,5,1.3,75.0,12
SoteroApps,5,1.67,75.0,3
RSoft Games,5,2.41,74.78,104
Citor3,5,10.99,74.68,79
HuneX,5,8.24,74.63,442
PreoNus Games,5,1.39,74.53,1103
Aaron Wise,5,1.01,74.52,63
IllFonic,5,9.59,74.41,10282
Serkan Bakar,5,3.67,74.38,885
Byking Inc.,5,7.39,74.36,5582
MightyCodeDragon,5,4.33,74.25,44
AO Games,5,0.6,74.17,252
Michal Bárta,5,1.69,74.06,65
EA Los Angeles,5,0.0,73.94,38451
For Fun Games,5,1.43,73.94,152
Archive Entertainment,5,3.37,73.92,4700
PixQuake,5,3.65,73.87,120
HV,5,1.13,73.86,34
Ninja Whale Studios,5,4.39,73.84,151
Pocketwatch Games,5,4.29,73.69,12773
Visualnoveler,5,3.57,73.67,935
Fern Nigro,5,4.59,73.55,853
Troglobytes Games,5,6.39,73.54,1366
Screwfly Studios,5,6.0,73.5,893
Deceptive Games Ltd.,5,2.37,73.42,513
KishMish Games,5,4.89,73.38,5648
Springloaded,5,3.55,73.31,4195
Atomic Wolf,5,2.72,73.14,1450
AstroMonkey,5,1.97,72.92,30
Moragami Co.,5,2.79,72.92,19
Play2Chill S.A.,5,4.41,72.75,1664
Classic Card Games Limited,5,0.6,72.73,22
Game Studio Inc.,5,8.54,72.64,3461
Repixel8,5,11.59,72.63,163
Purple Tree S R L,5,13.59,72.47,644
BlueLine Games,5,5.39,72.45,625
Tort,5,0.64,72.35,464
Rome Renner,5,3.79,72.22,10
IndieGala,5,2.43,72.21,2739
Cherry Pop Games,5,2.55,72.18,6448
Fair Games Studio,5,6.69,72.18,1174
Kielan xD,5,6.59,72.04,30
AdroVGames,5,1.89,71.99,2189
YUKE'S,5,16.91,71.96,3943
SCT,5,11.99,71.95,3299
dtp – young entertainment Gmbh & Co. KG,5,3.0,71.93,45
Elushis,5,3.02,71.77,122
Ice Code Games,5,8.69,71.74,4084
MYMEStudio,5,5.99,71.62,187
Just Making Games,5,2.31,71.35,166
Chasing Carrots,5,4.91,71.34,32044
reiti.net,5,6.99,71.27,69
Storm in a Teacup,5,7.79,71.2,1799
Tiny Shiny Things,5,1.0,70.99,511
Iron Galaxy Studios,5,8.58,70.81,9230
nStarcube,5,2.61,70.76,258
Zerodiv,5,8.19,70.69,96
Light Studio,5,2.09,70.62,54
Kerberos Productions Inc.,5,2.79,70.52,1593
M. Hanka,5,1.43,70.44,2071
Shiny Entertainment,5,13.99,70.34,1307
Gamera Interactive,5,5.04,70.2,1532
KolbasinoGames,5,0.1,70.16,424
Mascot Bro Studio,5,7.04,70.14,103
Frogames,5,5.19,70.02,1622
Garett A C Hunter,5,1.79,70.0,11
Afterthought Studios,5,6.19,69.98,341
LAN - GAMES LTD,5,2.39,69.97,3573
Almighty Games,5,1.01,69.95,2398
Digital Eel,5,0.59,69.69,1041
ZeroBit Games,5,3.89,69.52,1104
Dimps Corporation,5,13.39,69.37,30799
PlayTogether Studio,5,3.23,69.34,1395
Stormling Studios,5,3.08,69.25,3471
MOSS Co.,5,10.39,69.21,973
BlueTale,5,3.92,69.09,48
PcZ Games,5,2.84,69.05,31
Ricardo Pratas,5,0.79,68.99,342
CrackedGhostGames,5,0.7,68.97,229
Sylvain Seccia,5,5.39,68.97,221
xFAIRx,5,1.39,68.92,142
Rising Sun Interactive,5,1.24,68.67,37
Maze Theory,5,10.21,68.65,1046
DRAGO entertainment,5,6.41,68.64,28336
EF Universe Games LLC,5,5.59,68.62,77
eProdigy,5,0.99,68.05,159
Movie Games Lunarium,5,2.19,67.81,3738
RunServer,5,0.42,67.63,852
SURPRISED HOTDOG LIMITED,5,2.37,67.58,164
monacrea,5,4.49,67.5,22
Propulsion Games,5,2.04,67.29,66
Total,5,0.41,67.16,53
Laughing Fox Games,5,4.66,67.03,59
Hangar 13,5,15.59,66.95,181863
Mass Creation,5,0.93,66.91,1881
S Xavier Uy,5,5.27,66.67,3
Cold-Dark Software™,5,1.05,66.58,57
Legend Studio,5,3.48,66.52,5418
Deck 13,5,1.99,66.39,1252
Kyy Games,5,0.8,66.31,3297
Tindalos Interactive,5,4.63,66.01,32528
Srio VR Studio,5,2.74,65.79,44
Serious Games Interactive,5,0.69,65.77,742
Barty Games,5,1.59,65.69,52
Hellshake Yano,5,0.75,65.68,52
Meridian93 Studio,5,3.68,65.54,158
Artic Wolf Games,5,3.19,65.29,31
Studio Evil,5,27.59,65.28,1337
Snowdon Games,5,0.94,65.06,62
MadGamesmith,5,0.68,64.98,84
ESAT,5,0.0,64.97,162
Shindenken,5,2.29,64.96,98
Autotelic Games LLC,5,0.0,64.92,884
ismail ozel,5,1.82,64.69,65
Art Games Studio S.A.,5,2.15,64.6,527
Wojciech Krupinski,5,0.99,64.47,370
Dead Mage,5,8.15,64.44,23151
Meridian'93,5,4.83,64.32,354
Blue Entropy Studios,5,4.79,64.17,396
Project Anthem,5,1.0,64.04,32
Nano Games,5,8.79,64.01,208
Westwood Studios,5,0.0,63.86,83
Brandon Brizzi,5,3.79,63.59,491
Brian Macumber,5,3.59,63.59,67
Stefan Preuss,5,2.59,63.43,23
EagleEye Games,5,2.59,63.33,414
KADOKAWA CORPORATION,5,4.96,63.19,1767
Three Fields Entertainment,5,18.39,62.98,1115
familyplay,5,1.79,62.86,93
CrazyBunch,5,4.88,62.79,2654
Triverske,5,1.92,62.78,1188
FurGoldGames,5,2.99,62.55,147
Appeal Studios,5,5.23,62.52,3169
AneaGames,5,1.57,62.44,440
LLC Blini Games,5,3.85,62.25,1346
RosePortal Games,5,1.68,62.23,865
Jakub Klementewicz,5,4.39,62.22,153
DimleTeam,5,3.19,62.09,320
White Vortex Games,5,1.91,61.94,110
Bad Logic Studios,5,1.47,61.86,28
zebaxx,5,0.4,61.77,84
bumblebee,5,1.95,61.74,712
Arcade Distillery,5,11.99,61.53,113
WnMStudio,5,1.0,61.52,356
Hot Chill,5,0.99,61.2,301
Psychic Software,5,5.15,61.12,678
Dani Gas,5,1.63,61.04,76
Patagoniart,5,2.03,60.84,407
Rand.Exe Studios,5,3.99,60.7,107
Bulut ULU,5,4.54,60.69,807
Golden Dragon Studio,5,15.99,60.43,50
xe2050,5,1.59,60.4,55
PixelArtGames,5,2.49,60.39,25
Evil Twin Artworks,5,12.89,60.28,1327
PancakeGames,5,1.33,60.25,97
AHui.Game,5,2.09,60.0,12
Hayllon,5,0.33,60.0,10
chen youzhen,5,39.99,60.0,13
VRillAR,5,7.0,59.59,157
Orion Games,5,1.14,59.35,1520
Mutant Entertainment Studios,5,0.61,59.27,1780
Happy Max,5,1.69,59.24,481
VR-EXODUS,5,4.03,59.17,15
Ambiera,5,5.12,58.89,715
Old Eagle,5,0.88,58.89,22
Lost Astronaut Studios,5,2.99,58.57,35
Bellcat Game,5,5.59,58.55,122
PhantomHeadache,5,2.59,58.55,77
Keen Software House,5,8.79,58.5,142089
Yobowargames,5,6.25,58.47,248
Ivan Pichugin,5,0.99,58.46,31
Tim McArthur,5,7.74,58.15,76
Old School Games,5,1.43,58.0,20
Spilt Milk Studios Ltd,5,6.29,57.99,774
Geekon,5,5.67,57.96,1363
SoAsasProGames,5,54.99,57.87,208
RainySoft,5,2.19,57.85,912
Holitass,5,3.07,57.59,48
Larsonsoft,5,0.99,57.56,85
Luke Cripps,5,1.99,57.49,57
NEOLAVI,5,1.97,57.33,131
Red Fox Studios,5,1.99,57.26,631
Free Range Games,5,7.99,57.12,8583
ZaratustraGameDev,5,54.99,57.0,303
Eden Games,5,5.19,56.92,1708
Titan Deep Space Company,5,1.73,56.67,14
Nitro Games,5,2.12,56.16,597
Huochairen Interactive Entertainment,5,0.8,55.95,118
MAGITEC,5,9.54,55.95,15
Lucky Pikinini,5,0.8,55.8,58
Canalside Studios,5,6.39,55.53,58
Flugames,5,4.86,54.65,179
Digital Continue,5,8.99,54.26,630
Juvty Worlds,5,4.57,54.21,3609
Screaming Bee,5,17.99,54.04,800
Scary Creepy Pasta,5,10.99,53.97,51
Nimos Games,5,0.61,53.95,113
SP Digital Arts Inc.,5,2.78,53.73,570
U24 Solutions,5,10.99,53.52,64
TheDreik,5,0.99,52.52,190
Game Changers,5,0.0,52.38,21
Ignibit,5,8.39,52.2,284
New Reality Games,5,0.99,52.07,1005
StaplesVR,5,159.99,51.88,188
Pixel Bones Studio,5,2.32,51.83,52
Black Curtain Studio,5,1.77,51.13,269
X-MiGuPLAY,5,9.59,50.96,41
Gooners Game,5,1.49,50.83,34
14Dimension Enterprise,5,4.55,50.58,26
伊泽悦耳,5,0.99,50.5,33
Bacq Stellan,5,1.19,50.37,244
InScienceGames,5,5.39,50.0,2
Mindfly Studio,5,1.19,50.0,6
Nick Serebryanik,5,5.71,50.0,6
gentome,5,2.99,50.0,4
FunPlus International AG,5,0.0,48.75,80
Antonio Renna,5,0.87,48.71,1866
Rising Win Tech. CO.,5,10.79,48.41,95
RPG Video,5,0.99,48.28,945
Yann GEFFROTIN,5,0.0,48.12,196
NAD Games,5,54.99,47.8,208
Nicolas Bernard,5,0.93,47.54,811
Vicente Rosell Roig,5,1.79,47.21,197
明枭网络,5,5.99,46.99,709
木子工坊,5,2.08,46.98,210
Excalibur,5,1.59,45.99,2031
Breakthrough Gaming LLC,5,0.79,45.84,14
Lorag Games,5,4.79,44.94,250
UltimateDesktop,5,2.19,44.77,291
eiNpictures,5,1.29,44.47,37
Gamesare,5,2.19,44.36,114
Gus Jewell,5,1.2,44.14,692
CARNAGE PRODUCTION STUDIOS,5,1.19,43.75,7
Smartmove,5,1.79,43.6,91
EchoVerse Core,5,2.75,43.56,194
Tonye Amienyo,5,4.99,43.33,8
Game Development Alexander Lamers,5,2.79,43.01,60
Spritewrench,5,3.12,41.62,110
SomSmolGeims,5,54.99,40.53,107
White Dog Games,5,0.49,39.82,1065
ThroneLab,5,1.21,39.58,111
ELECTROSTALIN ENTERTAINMENT,5,0.97,39.54,389
HorseGames,5,1.94,38.78,582
Dodo Novels,5,3.59,38.63,17
LookForwardGames,5,54.99,38.0,111
wxm,5,4.59,38.0,12
Space Monkey International,5,0.82,36.59,335
DiamosDev,5,1.08,34.8,393
Red Phoenix Studios,5,1.79,34.22,82
Icehole Games,5,1.03,33.69,432
Kavorkaplay,5,1.81,33.53,74
Crazy Games,5,1.19,33.33,5
Actalogic,5,1.45,30.22,1857
Only Human Studios,5,2.59,28.12,63
GBROSSOFT,5,2.79,27.62,140
Sunflower Games,5,4.49,27.19,31
SIENTURE,5,4.09,27.08,13
CRX Entertainment Pte. Ltd.,5,3.19,25.0,4
LK Avalon,5,6.96,25.0,3
Flgaming,5,4.59,22.35,21
DarkEnergyStudio,5,54.99,19.0,104
ToddFeimanGames,5,54.99,18.6,107
Jim Dex,5,1.98,18.0,11
Revino Games,5,2.89,16.66,7
古德模型,5,7.79,5.0,10
Conceptual Cage,5,3.79,0.0,1
DeepRootsDevelop,5,54.99,0.0,5
GJ Arts,5,0.79,0.0,1
GrubItGames,5,54.99,0.0,1
Roley Games,5,8.19,0.0,1
StudioVR,5,11.31,0.0,2
TNT studio,5,54.99,0.0,2
TolaTolaGames,5,54.99,0.0,1
sdaj,5,42.99,0.0,1
Adolf Games,5,1.53,,0
BRB Drama,5,4.43,,0
Belgerum,5,3.63,,0
Berke Uruş,5,1.67,,0
CellStudios,5,1.69,,0
DuaWolf,5,3.85,,0
El Vagabundo,5,2.89,,0
Enygmage,5,1.79,,0
Evil Boobs Cult,5,1.49,,0
Flyin Kebab Studio,5,1.49,,0
Furry Dreams Lab,5,1.81,,0
GENIE,5,0.75,,0
GamesSafu,5,15.19,,0
INTERHEART glossy,5,4.09,,0
Juicy Peach Games 🍑,5,7.64,,0
KIBODO,5,3.89,,0
Kanoe,5,5.1,,0
Ketchup AjiNo Mayonnaise,5,15.59,,0
Kipukink,5,1.27,,0
LOVE&PEACE,5,0.99,,0
LocalJamStudio,5,54.99,,0
Modavuj Games,5,0.47,,0
NyakuGames,5,2.99,,0
ORCSOFT,5,9.93,,0
Riddik,5,54.99,,0
Rodrigo Piedras,5,4.43,,0
Saylor Games,5,1.3,,0
Slippery Snake Studios,5,2.09,,0
SuperWriter,5,6.49,,0
TBF,5,0.0,,0
The Poundry,5,3.26,,0
Titanium Armor,5,1.11,,0
TopHouse Studio,5,5.72,,0
TwistedScarlett60,5,8.01,,0
ViNovella Games,5,9.59,,0
deepglugs,5,5.1,,0
idiotideas,5,0.0,,0
8-Bit Productions,4,9.99,100.0,18
ADMI INC.,4,15.74,100.0,10
Albertus Prince Aexp,4,2.99,100.0,5
Ant secret,4,28.24,100.0,3
Artic Computing,4,3.74,100.0,3
Bgame,4,1.74,100.0,2
CalmDV,4,1.24,100.0,1
Cardinal Creek Studio,4,0.25,100.0,2
Chthonic Chrome Studio,4,8.57,100.0,10
Conor Hehr,4,0.75,100.0,5
Dark Shine Game Studio,4,0.25,100.0,4
Deep Water Depth Studios,4,2.99,100.0,1
Derin,4,2.74,100.0,30
Digital Dream Labs,4,9.24,100.0,4
DiracRipple,4,4.38,100.0,9
Doubleagames,4,1.72,100.0,5
Eyal Hazor,4,5.74,100.0,7
Feral Code Monkey,4,6.49,100.0,1
Fishagon LLC,4,3.39,100.0,11
Formula Fanboy,4,0.5,100.0,3
Hetocode,4,2.39,100.0,4
Hi-Develop,4,3.49,100.0,1
Hoverkitty Games,4,3.62,100.0,4
James Stringer,4,0.68,100.0,8
KIMJUIM,4,1.34,100.0,1
KUOKUO,4,1.01,100.0,18
Kiki Castella,4,3.74,100.0,48
Kitsu Games,4,0.49,100.0,6
Kristi Jimenez,4,1.22,100.0,7
LAGA,4,1.52,100.0,3
LEMIOUTGAMES,4,5.34,100.0,10
Loren Logic,4,2.99,100.0,2
Martin Edmaier,4,2.45,100.0,1
MasterHanzi,4,2.8,100.0,6
Nomary,4,1.7,100.0,57
OC Software Solutions,4,6.99,100.0,8
Ohsat Games,4,1.98,100.0,73
Outlaw Games,4,7.74,100.0,1
RUOK,4,1.49,100.0,6
Sami Kilani,4,0.92,100.0,22
Sisin Games,4,3.39,100.0,4
T.F.A.N.C.S.,4,3.43,100.0,15
Tony McKormack,4,8.49,100.0,3
VRANI inc.,4,17.99,100.0,26
Veibyn,4,3.08,100.0,11
WATU,4,0.0,100.0,1
YeShu  Wu,4,13.24,100.0,10
Zero,4,2.87,100.0,24
blain,4,6.49,100.0,2
shiftBacktick,4,1.25,100.0,19
あいあんそぉど,4,2.45,100.0,3
ときてっと,4,4.27,100.0,6
なんかいいね,4,5.39,100.0,3
ローゼンクロイツ,4,3.93,100.0,21
SeaPhoenix,4,2.63,99.56,164
Gilded Rune Games,4,9.24,99.19,63
Denny Truong,4,4.49,99.12,1513
sewohayami,4,5.37,98.89,91
yyrGames,4,2.75,98.85,35
Phil Fortier,4,0.74,98.66,282
scriptwelder,4,5.37,98.56,3429
Log Games Ltd,4,3.24,98.53,57
OTUSUN LAND,4,7.49,98.53,36
Little Studio,4,0.64,98.48,52
ENTERGRAM,4,8.38,98.44,512
NomnomNami,4,6.03,98.41,8931
AinkOink,4,1.48,98.28,35
Sun Labyrinth LLC,4,1.57,98.28,34
Rabid Troll Studios LLC,4,3.74,98.15,26
AlleyInn,4,1.79,98.04,31
President Studio,4,8.99,97.95,22018
FlashPoint Games,4,5.69,97.92,42
Reza Mirzaei,4,0.52,97.83,39
Solluco,4,2.18,97.83,191
Planetary Gears,4,0.89,97.81,174
Neutronized,4,2.62,97.73,72
The 25th Studio,4,0.99,97.73,51
insertdisc5,4,4.67,97.72,6923
BolHut,4,4.25,97.62,55
Firebelley,4,3.62,97.62,65
Cabbage Soft,4,19.74,97.4,1224
Gilligames,4,8.49,97.37,571
GoBit Games,4,3.62,97.2,1144
GameMixer,4,2.09,97.08,102
lemorion_1224,4,1.7,97.02,89
Afterburn,4,4.55,97.0,4415
etherane,4,1.79,96.96,5740
LCB Game Studio,4,3.29,96.87,420
青春18金魚,4,3.62,96.67,50
Heimo Game Studio,4,1.49,96.65,122
KAIJYU-09,4,14.5,96.64,2767
MONO ENTERTAINMENT,4,5.03,96.59,140
Super Walrus Games,4,3.75,96.57,135
Team9,4,14.87,96.57,10577
ST Sinovar,4,2.74,96.35,127
Devil's Cider Games,4,0.87,96.34,120
Peanut Button,4,5.24,96.31,211
Parables Games,4,1.19,96.25,67
Masayuki Ito,4,5.99,96.1,94
SnoutUp,4,0.74,96.08,18877
DOSMan Games,4,1.72,95.91,160
Noodletub Games,4,8.28,95.84,50
Joe Richardson,4,5.09,95.83,3165
M&SG Studio,4,2.74,95.83,12
Super16bits,4,1.98,95.83,15
Walaber Entertainment LLC,4,5.05,95.83,2488
yiotro,4,1.79,95.83,47
Marcos Game Dev,4,1.2,95.75,198
YarnCat Games,4,2.46,95.7,72
Jan Malitschek,4,7.49,95.69,1573
Terry Cavanagh,4,2.68,95.67,45936
Liao Kai,4,3.85,95.62,275
Adriaan de Jongh,4,6.02,95.56,9526
Dexter Manning,4,2.49,95.52,269
Orube Game Studio,4,4.37,95.51,1117
PiHoEntertainment,4,1.01,95.45,1670
RedefineArts.Inc,4,3.75,95.45,12
Talia bob Mair,4,4.5,95.45,7936
Sleeper Games,4,8.93,95.31,256
王韋,4,3.05,95.31,795
liangxiegame,4,1.49,95.3,99
GomPangGames,4,1.6,95.27,128
171Dev,4,5.24,95.24,31
Carlos Junio,4,0.85,95.24,143
terunon's Lab,4,12.89,95.21,121
Tim Kashani,4,3.24,95.2,365
Leafy Games,4,2.75,95.0,5665
Pixelteriyaki,4,3.37,95.0,23
ShangkoStudio,4,5.99,95.0,13
Splendortek,4,0.79,95.0,29
madosoft,4,17.11,94.82,2359
斜塔ソンブレロ,4,2.39,94.76,70
Doubles Core,4,8.24,94.75,700
Lached Up Games,4,18.61,94.75,189
Team Reptile,4,22.24,94.72,26976
Vertex Pop,4,4.59,94.72,295
No Strike,4,4.37,94.7,2719
Wishes Ultd.,4,10.3,94.65,8801
Firedog Creative Company Limited,4,20.0,94.6,140
KaiserGames,4,0.72,94.6,79
Sad Mask Party,4,2.89,94.57,199
Axel Born,4,2.49,94.45,86
MisteryJay89,4,1.25,94.37,46
Devon Wiersma,4,5.62,94.32,171
Captain Games,4,2.8,94.27,2049
Clifftop Games,4,5.43,94.2,6847
Emerick Gibson,4,1.99,94.2,85
ASa Project,4,16.52,94.19,649
Kayla.Z,4,2.1,94.19,172
Epic Banana Games LLC,4,1.12,94.16,131
Naoka Studio,4,0.67,94.13,189
SFB Games,4,4.09,94.13,14914
2D_猫,4,0.99,94.05,74
A Memory of Eternity,4,5.82,94.05,49
Simogo,4,10.62,94.04,12615
Infinite State Games,4,1.99,93.91,159
Kygua Tech,4,3.32,93.85,439
Team Ladybug,4,10.31,93.84,22641
Artificer Creator,4,1.52,93.75,8
Poema Games,4,4.49,93.75,14
Rogerty,4,1.99,93.75,19
Dark Light Studio,4,3.13,93.72,44
ALICE IN DISSONANCE,4,6.63,93.7,6782
WANZUNGDEV,4,2.5,93.69,79
stage-nana,4,2.89,93.67,6038
Ian MacLarty,4,1.34,93.63,1942
Onyx Lute,4,1.74,93.61,10542
Remnants of mosaic,4,3.49,93.61,82
Dr. Puzzler,4,0.0,93.56,57
James Smart,4,3.5,93.53,46
GIGA,4,18.9,93.52,1720
Hazelight Studios,4,12.12,93.49,382403
The Gentlebros,4,6.33,93.47,18876
Misc.261,4,0.99,93.41,98
SOLIDS Studio,4,3.12,93.41,104
TGM,4,4.74,93.38,109
Zarfhome Software,4,10.49,93.37,63
Ska Studios,4,2.37,93.36,24604
Pico Games,4,4.89,93.35,473
Tidvis Games,4,1.4,93.34,32
Zemon,4,3.52,93.34,23
Bundem Games,4,5.49,93.33,20
Kofi-S,4,0.99,93.33,105
Feperd Games,4,7.24,93.29,4094
YellowDuckWorks,4,6.49,93.21,2869
